LAT;LON;YEAR;DOY;PRECTOT;WS2M;RH2M;T2MDEW;PS;ALLSKY;T2M
50.09881;18.47511;2007;359;0.09;1.17;92.25;-6;99.69;2.92;-5.13
50.09881;18.47511;2007;360;0.01;2.91;91.57;-6.99;99.71;4.68;-6.09
50.09881;18.47511;2007;361;0;2;94.88;-6.92;100.29;3.78;-6.5
50.09881;18.47511;2007;362;0.01;4.39;88.01;-7.12;100.13;3.17;-5.74
50.09881;18.47511;2007;363;0.01;5.95;82.82;-9.58;99.39;4.46;-7.72
50.09881;18.47511;2007;364;0.1;3.94;86.42;-8.3;99.17;3.13;-6.69
50.09881;18.47511;2007;365;1.44;2.28;99.14;-3.93;99.16;1.98;-3.76
50.09881;18.47511;2008;1;0.97;0.89;96.79;-3.56;99.32;1.95;-3.21
50.09881;18.47511;2008;2;0.23;2.6;89.67;-7.28;99.42;1.93;-6.14
50.09881;18.47511;2008;3;0.03;2.95;89.03;-9.37;99.31;3.3;-8.3
50.09881;18.47511;2008;4;0;3.22;85.74;-9.95;99.42;2.33;-8.28
50.09881;18.47511;2008;5;0.06;5.13;80.85;-7.27;98.93;1.95;-4.7
50.09881;18.47511;2008;6;4.11;4.3;91.22;-2.82;98.08;1.12;-1.57
50.09881;18.47511;2008;7;1.77;3.53;94.27;-1.24;98.52;3.8;-0.41
50.09881;18.47511;2008;8;0.98;2.94;96.57;-0.59;99.05;2.83;-0.1
50.09881;18.47511;2008;9;0.06;4.67;90.89;-2.42;99.07;4.51;-1.13
50.09881;18.47511;2008;10;0.49;4.77;91.27;-2.06;99.02;3.6;-0.84
50.09881;18.47511;2008;11;0.03;5.2;93.8;-0.59;98.62;4.29;0.33
50.09881;18.47511;2008;12;0.07;4.59;97.11;2.09;97.97;4.65;2.51
50.09881;18.47511;2008;13;0.05;1.24;97.98;0.8;99.01;2.63;1.07
50.09881;18.47511;2008;14;0.05;3.07;94.78;0.46;98.73;4.64;1.23
50.09881;18.47511;2008;15;0.01;5.06;92.2;-0.08;98.39;4.17;1.03
50.09881;18.47511;2008;16;0.04;5.47;91.52;1.57;97.64;2.37;2.8
50.09881;18.47511;2008;17;0.3;2.91;95.79;2.49;98.32;2.9;3.09
50.09881;18.47511;2008;18;0.65;3.88;97.03;1.94;98.57;2.6;2.35
50.09881;18.47511;2008;19;6.54;4.81;96.14;4.17;98.7;1.58;4.89
50.09881;18.47511;2008;20;7.7;3.78;96.82;6.14;98.77;2.01;6.61
50.09881;18.47511;2008;21;0.73;5.53;89.18;5.41;98.09;1.5;7.07
50.09881;18.47511;2008;22;2.66;5.66;90.8;1.03;97.61;2.6;2.5
50.09881;18.47511;2008;23;0.46;2.98;86.76;-3.05;99.68;4.63;-1.21
50.09881;18.47511;2008;24;0.07;4.39;85.21;-1.71;99.65;2.91;0.46
50.09881;18.47511;2008;25;1.63;4.42;85.16;-1.01;100;5.12;1.22
50.09881;18.47511;2008;26;1.26;6.53;82.73;0.24;99.3;4.32;2.94
50.09881;18.47511;2008;27;9.37;6.39;90.11;1.28;98.34;1.64;2.76
50.09881;18.47511;2008;28;0.1;2.86;80.21;-3.74;99.8;6.34;-0.82
50.09881;18.47511;2008;29;0.68;1.54;96.71;1.13;99.71;3.01;1.68
50.09881;18.47511;2008;30;0.47;3.71;88.37;-0.79;99.1;5.28;0.9
50.09881;18.47511;2008;31;2.37;3.23;87.25;-1.32;98.83;3.96;0.59
50.09881;18.47511;2008;32;0.05;7.46;88.37;-0.57;97.64;2.7;1.17
50.09881;18.47511;2008;33;1.5;3.85;94.33;0.74;97.91;2.49;1.58
50.09881;18.47511;2008;34;0;2.53;86.96;-2.01;99.36;7.58;-0.15
50.09881;18.47511;2008;35;0.06;5.01;87.45;1.42;98.46;6.19;3.42
50.09881;18.47511;2008;36;0.03;2.19;94.59;2.45;98.83;4.34;3.23
50.09881;18.47511;2008;37;2.48;5.23;93.13;2.49;98.63;2.42;3.53
50.09881;18.47511;2008;38;2.33;4.49;86.28;1.07;99.75;4.32;3.18
50.09881;18.47511;2008;39;0.74;1.96;91.63;0.16;100.62;3.48;1.35
50.09881;18.47511;2008;40;0.03;1.25;91.62;-1.02;100.72;6.55;0.16
50.09881;18.47511;2008;41;0;1.66;89.12;-2.14;100.6;6.03;-0.61
50.09881;18.47511;2008;42;0;0.76;78.73;-2.99;100.44;7.35;0.2
50.09881;18.47511;2008;43;0.01;1.65;89.87;-0.93;100.45;8.21;0.54
50.09881;18.47511;2008;44;0.22;1.56;94;-1.16;100.29;3.37;-0.34
50.09881;18.47511;2008;45;0.45;2.71;89.49;-1.44;100.01;4.28;0.04
50.09881;18.47511;2008;46;0.24;4.56;77.79;-5.86;100.04;7.51;-2.68
50.09881;18.47511;2008;47;0.25;4.51;66.79;-10.56;100.78;8.41;-5.92
50.09881;18.47511;2008;48;0;3.44;65.99;-9.75;100.59;6.09;-4.77
50.09881;18.47511;2008;49;2.43;4.18;90.97;-2.03;99.32;3.56;-0.66
50.09881;18.47511;2008;50;1.17;3.05;95.87;0.92;99.23;3.4;1.5
50.09881;18.47511;2008;51;0.05;1.96;91.32;-0.07;99.2;5.98;1.17
50.09881;18.47511;2008;52;0.35;3.18;92.62;1.45;99.03;4.18;2.56
50.09881;18.47511;2008;53;0.6;4.67;89.48;4.31;98.85;3.08;5.96
50.09881;18.47511;2008;54;0.69;5.46;76.63;1.96;99.01;8.72;5.94
50.09881;18.47511;2008;55;0;4.06;81.26;3.69;99.13;10.61;6.81
50.09881;18.47511;2008;56;0.06;4.28;86.11;3.95;98.81;6.82;6.21
50.09881;18.47511;2008;57;0;4.38;86.91;4.16;98.42;9.72;6.32
50.09881;18.47511;2008;58;2.12;4.55;81.15;3.56;98.01;8.79;6.65
50.09881;18.47511;2008;59;0.02;3.26;79.99;0.14;98.92;8.92;3.25
50.09881;18.47511;2008;60;1.73;2.94;84.55;0.66;98.45;7.05;3.09
50.09881;18.47511;2008;61;12.61;8.5;85.3;3.72;96.05;3.8;6.1
50.09881;18.47511;2008;62;8.47;7.41;84.72;2.81;96.56;3.7;5.23
50.09881;18.47511;2008;63;3.53;3.7;83.67;3.55;97.35;6.88;6.12
50.09881;18.47511;2008;64;0.21;3.39;79.88;-1.46;97.93;6.05;1.66
50.09881;18.47511;2008;65;0.38;2.89;81.89;-3.69;98.83;6.52;-1
50.09881;18.47511;2008;66;0;3.44;63.74;-5.92;99.14;13.51;-0.1
50.09881;18.47511;2008;67;0.02;2.15;77.17;-0.9;98.53;10.95;2.92
50.09881;18.47511;2008;68;0.01;1.94;82.68;1.59;97.89;12.39;4.34
50.09881;18.47511;2008;69;0;1.63;79.08;2.6;97.82;12.24;5.94
50.09881;18.47511;2008;70;0.02;3.75;84.51;3.03;97.27;12.96;5.45
50.09881;18.47511;2008;71;0.15;3.66;82.15;4.14;96.7;10.87;6.97
50.09881;18.47511;2008;72;3.78;6.09;83.83;3.69;96.54;8.99;6.31
50.09881;18.47511;2008;73;1.21;6.33;74.88;1.09;97.43;6.98;5.17
50.09881;18.47511;2008;74;1.65;4.88;81.3;1.48;97.74;8.64;4.42
50.09881;18.47511;2008;75;0.34;3.59;74.68;0.19;98.12;7.47;4.28
50.09881;18.47511;2008;76;0.95;3;87.99;3.26;97.2;7.12;5.27
50.09881;18.47511;2008;77;3.2;3.87;86.6;2.1;96.94;5.06;4.31
50.09881;18.47511;2008;78;0.3;4.24;74.88;-3.36;97.27;12.45;0.53
50.09881;18.47511;2008;79;1.09;3.27;78.86;-3.31;97.61;11.73;-0.15
50.09881;18.47511;2008;80;1.7;3.14;79.9;-4.38;97.64;7.68;-1.45
50.09881;18.47511;2008;81;1.18;6.31;81.02;-1.14;95.72;8.31;1.85
50.09881;18.47511;2008;82;0.39;3.38;76.87;-0.79;95.61;12.39;2.85
50.09881;18.47511;2008;83;0.95;1.93;80.88;-1.04;96.39;11.48;1.87
50.09881;18.47511;2008;84;5.94;3.01;91.12;-1.44;96.09;7.06;-0.19
50.09881;18.47511;2008;85;0.75;2.79;78.25;-4;96.33;11.7;-0.79
50.09881;18.47511;2008;86;0.77;3.86;75.84;-3.94;96.87;11.32;-0.32
50.09881;18.47511;2008;87;0.11;1.59;71.08;-2.69;97.42;14.95;1.95
50.09881;18.47511;2008;88;0.01;1.45;73.79;1.34;98.3;17.19;5.78
50.09881;18.47511;2008;89;0.75;3.36;76.96;2.87;98.67;8.73;6.65
50.09881;18.47511;2008;90;0;2.21;66.52;1.14;99.01;18.46;6.97
50.09881;18.47511;2008;91;0;2.31;67.26;1.87;98.72;19.21;7.63
50.09881;18.47511;2008;92;0;1.66;69.87;1.78;98.81;17.66;6.9
50.09881;18.47511;2008;93;5.73;2.32;90.31;3.61;98.27;6.72;5.1
50.09881;18.47511;2008;94;1.15;1.76;88.18;3.66;98.55;10.03;5.44
50.09881;18.47511;2008;95;0.24;2.87;85.42;3.38;99.02;9.32;5.61
50.09881;18.47511;2008;96;0.05;0.97;76.61;2.49;98.11;12.08;6.28
50.09881;18.47511;2008;97;0.06;1.83;73.56;2.88;97.03;14.11;7.31
50.09881;18.47511;2008;98;7.46;3.69;86.22;2.57;96.92;8.06;4.88
50.09881;18.47511;2008;99;0.05;3.63;66.91;-0.5;97.5;18.28;5.2
50.09881;18.47511;2008;100;0.29;2.59;81.47;6.53;97.11;17.37;9.81
50.09881;18.47511;2008;101;0.42;3.25;75.55;8.8;96.72;15.53;13.03
50.09881;18.47511;2008;102;1.38;2.05;79.44;10.91;96.82;8.86;14.45
50.09881;18.47511;2008;103;0.65;3.78;80.58;5.23;97.38;6.38;8.84
50.09881;18.47511;2008;104;0.03;2.04;68.5;3.24;98.31;16.52;8.71
50.09881;18.47511;2008;105;0.02;2.45;65.19;3.8;98.33;17.7;10.08
50.09881;18.47511;2008;106;4.74;2.2;72.44;5.83;97.99;16.16;10.67
50.09881;18.47511;2008;107;5.15;3.24;92.02;4.62;98.05;7.63;5.84
50.09881;18.47511;2008;108;2.42;2.77;75.85;2.54;97.75;12.63;6.5
50.09881;18.47511;2008;109;2.04;1.34;68.35;2.08;97.34;19.61;7.55
50.09881;18.47511;2008;110;8.98;3;93.21;5.71;96.99;6.08;6.87
50.09881;18.47511;2008;111;1.47;1.28;82.24;4.76;97.79;9.64;7.58
50.09881;18.47511;2008;112;0.04;4.35;76.95;5.59;97.81;21.14;9.44
50.09881;18.47511;2008;113;5.99;4.16;87.62;5.7;97.42;4.29;7.62
50.09881;18.47511;2008;114;0.58;2.89;74.64;4.14;98.45;17.43;8.44
50.09881;18.47511;2008;115;0;1.12;55.31;1.72;99.25;23.4;10.31
50.09881;18.47511;2008;116;0.25;1.57;61.35;3.86;99.17;23.27;11.12
50.09881;18.47511;2008;117;0.22;1.94;73.43;5.78;99.64;21.63;10.32
50.09881;18.47511;2008;118;0;1.19;62.99;4.84;99.4;19.12;11.66
50.09881;18.47511;2008;119;0;2.46;62.16;5.25;98.41;22.75;12.29
50.09881;18.47511;2008;120;0.02;2.3;66.17;5.89;97.61;17.63;12.08
50.09881;18.47511;2008;121;0.6;1.92;78.48;8.52;97.57;16.42;12.16
50.09881;18.47511;2008;122;3.07;2.22;83.37;9.09;98.08;10.74;11.81
50.09881;18.47511;2008;123;0.26;2.61;71.22;6.8;98.87;19.18;11.82
50.09881;18.47511;2008;124;1.05;2.75;74.16;6.91;99.27;17.48;11.33
50.09881;18.47511;2008;125;1.62;2.39;78.18;6.6;99.29;8.83;10.26
50.09881;18.47511;2008;126;2.28;2.14;80.58;9.29;99.28;18.38;12.52
50.09881;18.47511;2008;127;1.18;2.63;71.99;6.48;99.35;22.25;11.47
50.09881;18.47511;2008;128;0;1.93;62.65;4.52;99.19;25.71;11.4
50.09881;18.47511;2008;129;0.42;2.19;65.32;6.81;98.78;16.84;13.23
50.09881;18.47511;2008;130;0.02;1.72;65.74;7;98.86;19.03;13.25
50.09881;18.47511;2008;131;0.03;2.04;64.79;6.72;99.16;19.31;13.18
50.09881;18.47511;2008;132;0.33;1.28;56.77;6.61;99.1;16.51;15.17
50.09881;18.47511;2008;133;0.01;1.76;58.81;8.48;98.7;25.23;16.61
50.09881;18.47511;2008;134;0.38;1.69;65.47;9.25;98.64;24.29;15.7
50.09881;18.47511;2008;135;0.01;1.55;64.37;7.54;98.51;24.91;14.19
50.09881;18.47511;2008;136;1.16;1.96;65.07;9.36;97.99;23.69;15.96
50.09881;18.47511;2008;137;2.75;1.74;78.02;11.74;97.8;19.1;15.61
50.09881;18.47511;2008;138;0.76;1.96;74.22;12.89;97.67;23.41;17.58
50.09881;18.47511;2008;139;14.57;2.58;86.08;13.13;97.51;11.01;15.5
50.09881;18.47511;2008;140;12.08;3.39;90.08;8.04;98;6.05;9.62
50.09881;18.47511;2008;141;10.74;3.43;87.77;6.82;98.32;9.51;8.76
50.09881;18.47511;2008;142;11.38;3.19;93.68;9.31;98.21;6.51;10.29
50.09881;18.47511;2008;143;0.77;2.12;88.5;9.6;98.32;9.63;11.42
50.09881;18.47511;2008;144;1.12;1.73;82.1;10.33;98.27;12.4;13.29
50.09881;18.47511;2008;145;0.18;1.64;75.04;9.21;98.3;13.39;13.53
50.09881;18.47511;2008;146;0.03;2;75.63;8.87;98.65;13.66;13.04
50.09881;18.47511;2008;147;0.01;2.1;77.55;10.6;98.67;21.21;14.6
50.09881;18.47511;2008;148;0.01;2.45;75.13;13.89;98.5;25.88;18.48
50.09881;18.47511;2008;149;0.03;4.09;66.91;9.6;98.81;26.66;15.91
50.09881;18.47511;2008;150;0;2.94;62.88;8.02;98.77;27.16;15.36
50.09881;18.47511;2008;151;0.01;1.54;67.46;13.09;98.38;27.9;19.39
50.09881;18.47511;2008;152;0.78;1.27;71.37;15.93;98.28;26.57;21.38
50.09881;18.47511;2008;153;0.28;2.61;62.94;12.7;98.55;27.89;20.02
50.09881;18.47511;2008;154;0;2.46;59.78;11.23;98.61;28.52;19.24
50.09881;18.47511;2008;155;1.62;1.56;60.76;13.01;98.24;27.15;21.03
50.09881;18.47511;2008;156;8.5;1.97;79.34;14.98;98.19;19.44;18.67
50.09881;18.47511;2008;157;0.01;3.9;66.03;10.24;98.4;21.96;16.58
50.09881;18.47511;2008;158;0.08;3.53;66.52;10.94;98.34;24.31;17.21
50.09881;18.47511;2008;159;1.77;2.55;72.51;12.45;98.31;20.66;17.42
50.09881;18.47511;2008;160;7.6;2.05;86.61;13.91;98.62;17.87;16.14
50.09881;18.47511;2008;161;0.1;0.82;60.99;12.05;98.89;24.19;19.77
50.09881;18.47511;2008;162;0.05;1.71;58;12.74;98.74;26.44;21.36
50.09881;18.47511;2008;163;7.75;2.05;72.49;13.74;98.25;14.63;18.86
50.09881;18.47511;2008;164;0.12;1.89;61.17;8.14;98.09;15.08;15.58
50.09881;18.47511;2008;165;0.21;2.53;63.69;8.28;97.87;13;15.12
50.09881;18.47511;2008;166;0.05;1.96;63.74;7.04;98.28;18.87;13.77
50.09881;18.47511;2008;167;0.29;0.84;61.14;6.73;98.17;14.91;14.09
50.09881;18.47511;2008;168;3;2.1;66.72;9.43;97.98;18.59;15.63
50.09881;18.47511;2008;169;6.82;1.12;71.98;10.33;98.27;16.03;15.36
50.09881;18.47511;2008;170;0.04;1.6;60.05;9.81;98.55;22.55;17.68
50.09881;18.47511;2008;171;0;1.41;55.29;10.3;98.56;25.57;19.52
50.09881;18.47511;2008;172;0.31;2.44;59.51;12.24;98.65;21.8;20.37
50.09881;18.47511;2008;173;0.17;2.32;61.23;12.03;98.98;20.13;19.72
50.09881;18.47511;2008;174;0;1.78;59.84;13.96;98.9;28.21;22.28
50.09881;18.47511;2008;175;2.32;2.84;65.77;16;98.52;22.5;22.9
50.09881;18.47511;2008;176;0.05;1.86;51.01;9.37;98.79;23.69;19.89
50.09881;18.47511;2008;177;0.68;1.44;53.6;11.44;98.6;27.99;21.94
50.09881;18.47511;2008;178;8.23;2.47;67.66;15.23;98.7;21.31;21.56
50.09881;18.47511;2008;179;0.24;2.64;54.88;11.26;98.55;17.63;20.75
50.09881;18.47511;2008;180;0.04;2.65;56.11;10.21;98.77;23.95;19.23
50.09881;18.47511;2008;181;0.18;2.33;56.49;12.34;98.73;19.8;21.34
50.09881;18.47511;2008;182;1.25;2.43;53.78;12.38;98.65;18.67;22.21
50.09881;18.47511;2008;183;0;1.31;48.3;8.9;98.9;28.55;20.2
50.09881;18.47511;2008;184;0;1.42;40.3;7.74;98.55;28.9;21.86
50.09881;18.47511;2008;185;0.77;1.83;52.77;13.13;98.11;27.97;23.51
50.09881;18.47511;2008;186;24.22;3.81;85.66;15.73;97.78;10.72;18.27
50.09881;18.47511;2008;187;3.38;3.62;72.36;11.71;98.14;18.45;16.71
50.09881;18.47511;2008;188;0;2.45;54.59;10.81;98.08;25.82;20.25
50.09881;18.47511;2008;189;12.75;3.03;71.52;14.74;97.73;12.79;20.11
50.09881;18.47511;2008;190;0.59;3.1;61.83;10.97;98.02;22.56;18.46
50.09881;18.47511;2008;191;1.66;3.15;61.71;8.85;98.3;16.87;16.22
50.09881;18.47511;2008;192;0.09;2.14;62.94;10.2;98.46;20.09;17.4
50.09881;18.47511;2008;193;0.1;3.09;58.34;14.13;98.26;25.21;22.74
50.09881;18.47511;2008;194;2.44;2.29;61.27;15.16;98.02;26.11;23.05
50.09881;18.47511;2008;195;22.99;1.53;76.87;17.26;98.01;22.71;21.54
50.09881;18.47511;2008;196;4.3;3.04;80.84;12.72;98.56;11.91;16.04
50.09881;18.47511;2008;197;2.17;3.4;68.16;11.6;99.07;16.28;17.53
50.09881;18.47511;2008;198;0.32;1.98;64.45;13.59;98.63;16.81;20.51
50.09881;18.47511;2008;199;3.23;1.58;79.54;12.87;98.32;13.06;16.43
50.09881;18.47511;2008;200;0.58;0.76;61.07;10.22;98.23;17.71;17.86
50.09881;18.47511;2008;201;1.36;2.31;63.01;12.02;98.26;19.24;19.21
50.09881;18.47511;2008;202;0.96;2.78;57.08;11.59;98.07;23.31;20.47
50.09881;18.47511;2008;203;3.19;2.85;67.24;9.72;98.27;15.02;16.07
50.09881;18.47511;2008;204;0.05;0.95;50.41;6.23;98.65;16.49;16.6
50.09881;18.47511;2008;205;12.75;4.68;74.39;11.42;98.71;11.19;16.03
50.09881;18.47511;2008;206;10.06;3.88;84.54;16.19;98.36;6.99;18.91
50.09881;18.47511;2008;207;11.56;3.23;84.46;19.02;98.16;21.54;21.75
50.09881;18.47511;2008;208;0.47;2.94;73.68;17.03;98.36;23.73;21.97
50.09881;18.47511;2008;209;0;2.41;61.53;13.87;98.68;26.1;21.61
50.09881;18.47511;2008;210;0;1.23;52.17;12.9;98.8;24.79;23.28
50.09881;18.47511;2008;211;0;1.08;50.23;12.38;98.78;25.51;23.35
50.09881;18.47511;2008;212;0.06;0.76;49.44;12.64;98.88;21.82;23.89
50.09881;18.47511;2008;213;0.08;1.12;52.74;13.33;98.92;24.73;23.59
50.09881;18.47511;2008;214;0.87;2;63.57;16.19;98.74;24.13;23.49
50.09881;18.47511;2008;215;6.46;2.59;69.84;17.06;98.61;15.23;22.88
50.09881;18.47511;2008;216;1.9;2.08;64.9;15.34;98.48;19.8;22.27
50.09881;18.47511;2008;217;1.01;3.68;61.55;14.35;97.95;14.36;22.1
50.09881;18.47511;2008;218;0.34;3.89;53.8;9.67;98.19;19.82;19.3
50.09881;18.47511;2008;219;0;2.09;52.65;9.35;98.65;20.31;19.27
50.09881;18.47511;2008;220;0;1.83;49.57;10.61;98.34;24.72;21.71
50.09881;18.47511;2008;221;5.74;3.37;67.9;14.13;97.69;11.41;20.29
50.09881;18.47511;2008;222;7.62;2.98;72.01;11.25;98.01;10.31;16.54
50.09881;18.47511;2008;223;0;1.77;50.99;7.26;98.21;22.9;17.65
50.09881;18.47511;2008;224;0.03;3.16;56.11;12.39;97.95;21.07;21.51
50.09881;18.47511;2008;225;0;3.97;50.96;11.66;97.54;23.2;22.38
50.09881;18.47511;2008;226;1.05;2.25;58.49;12.72;98.12;8.85;21.29
50.09881;18.47511;2008;227;0.69;1.09;57.12;12.95;98.62;20.83;21.99
50.09881;18.47511;2008;228;17.67;2.36;82.21;18.23;97.71;20.11;21.47
50.09881;18.47511;2008;229;26.72;3.21;89.32;12.22;97.67;5.31;13.93
50.09881;18.47511;2008;230;0.6;2.53;73.75;11.04;98.09;11.59;15.69
50.09881;18.47511;2008;231;0;2.13;57.95;9.82;98.54;22.28;18.23
50.09881;18.47511;2008;232;0;3.01;59.6;12.47;98.45;22.62;20.64
50.09881;18.47511;2008;233;0.5;2.66;67.15;12.98;98.34;14.26;19.26
50.09881;18.47511;2008;234;0;1.9;56.83;10.85;98.84;20.72;19.64
50.09881;18.47511;2008;235;0.1;1.7;61.32;13.57;98.45;19.14;21.38
50.09881;18.47511;2008;236;1;3.01;66.88;12.48;97.88;13.1;18.88
50.09881;18.47511;2008;237;0.83;2.72;65.43;9.76;98.09;12.48;16.27
50.09881;18.47511;2008;238;0.14;2.23;64.28;10.01;98.65;12.7;16.78
50.09881;18.47511;2008;239;0.16;1.62;64.7;11.72;99.06;14.98;18.5
50.09881;18.47511;2008;240;0;0.58;58.1;11.6;99.09;18.8;20.08
50.09881;18.47511;2008;241;0.01;1.92;62.15;12.66;98.65;18.23;20.13
50.09881;18.47511;2008;242;2.34;3.29;77.47;13.41;98.45;7.15;17.36
50.09881;18.47511;2008;243;0.21;2.35;65.59;8.38;98.97;13.64;14.83
50.09881;18.47511;2008;244;0.01;1.1;51.4;6.4;99.06;19.85;16.44
50.09881;18.47511;2008;245;0;2.28;48.65;6.86;98.76;19.43;17.84
50.09881;18.47511;2008;246;0.1;1.96;62.01;12.35;98.44;18.89;19.91
50.09881;18.47511;2008;247;0;3.26;53.45;11.5;98;18.85;21.44
50.09881;18.47511;2008;248;0.4;2.05;63.53;13.67;97.94;15.43;20.85
50.09881;18.47511;2008;249;0.34;1.47;64.62;14.36;98;14.68;21.27
50.09881;18.47511;2008;250;0;2.13;58.28;14.29;97.88;18.62;22.92
50.09881;18.47511;2008;251;0.49;2.64;68.21;14.56;97.98;13.69;20.6
50.09881;18.47511;2008;252;13.9;1.96;77.62;12.65;98.57;8.35;16.64
50.09881;18.47511;2008;253;0;1.15;58.74;8.95;98.98;17.26;17.07
50.09881;18.47511;2008;254;0.01;1.72;56.77;10.31;98.66;17.02;19.16
50.09881;18.47511;2008;255;0.41;1.6;67.77;12.74;98.36;12.73;18.82
50.09881;18.47511;2008;256;0.31;2.85;73.68;10.3;98.28;8.22;15.04
50.09881;18.47511;2008;257;0.01;3.26;62.29;2.61;98.85;11.29;9.47
50.09881;18.47511;2008;258;0.02;2.74;66.84;3.07;99.06;5.58;8.89
50.09881;18.47511;2008;259;11.77;4.43;80.63;5.97;98.71;5.15;9.12
50.09881;18.47511;2008;260;10.63;4.41;87.12;4.82;98.6;5.22;6.78
50.09881;18.47511;2008;261;2.72;2.44;86.91;4.55;99;6.54;6.55
50.09881;18.47511;2008;262;0.26;1.71;74.83;3.6;99.25;7.52;7.76
50.09881;18.47511;2008;263;2.11;2.75;76.89;4.12;99.17;8.34;7.93
50.09881;18.47511;2008;264;5.19;4.11;86.29;6.26;99.23;3.7;8.39
50.09881;18.47511;2008;265;3.5;2.48;90.09;6.68;98.85;4.22;8.18
50.09881;18.47511;2008;266;0.49;1.18;81.01;6.36;98.52;7.16;9.42
50.09881;18.47511;2008;267;2.08;1.83;88.18;7.78;98.48;5.47;9.64
50.09881;18.47511;2008;268;6.75;2.32;89.32;8.19;98.85;4.64;9.83
50.09881;18.47511;2008;269;1.28;3.53;78.98;6.62;99.48;8.14;10.11
50.09881;18.47511;2008;270;0;2.68;69.97;4.94;99.95;13.76;10.15
50.09881;18.47511;2008;271;0;1.46;69.51;5.54;99.88;13.25;10.87
50.09881;18.47511;2008;272;0;1.69;70.04;5.76;99.28;14.09;11
50.09881;18.47511;2008;273;0.02;2.36;67.79;5.78;98.52;11.93;11.54
50.09881;18.47511;2008;274;0.91;3.57;69.24;6.09;97.95;8.03;11.53
50.09881;18.47511;2008;275;2.09;6.18;72.94;8.22;97.31;7.42;12.92
50.09881;18.47511;2008;276;0.37;4.14;72.55;8.09;97.54;11.36;12.9
50.09881;18.47511;2008;277;4.98;1.27;77.05;6.94;97.78;4.73;10.83
50.09881;18.47511;2008;278;4.91;1.97;85.34;5.31;98.18;3.95;7.66
50.09881;18.47511;2008;279;0.05;1.98;68.35;1.53;98.35;13.03;6.97
50.09881;18.47511;2008;280;0.56;2.14;77.46;6.24;98.28;10.41;10.37
50.09881;18.47511;2008;281;1.61;1.34;89.09;8.87;98.76;4.47;10.57
50.09881;18.47511;2008;282;0.07;0.87;85.39;8.1;98.94;7.97;10.44
50.09881;18.47511;2008;283;0.16;0.99;77.5;8.9;99.61;11.65;12.72
50.09881;18.47511;2008;284;0.31;1.3;84.48;8.4;100.27;6.31;10.94
50.09881;18.47511;2008;285;0.02;1.7;81.33;8.89;100.07;11.64;11.97
50.09881;18.47511;2008;286;0.03;2.26;80.35;8.57;99.63;11.63;11.83
50.09881;18.47511;2008;287;0.05;1.87;83.99;8.98;99.25;11.24;11.58
50.09881;18.47511;2008;288;0.41;2.78;82.95;10.13;98.8;7.72;13
50.09881;18.47511;2008;289;0.23;1.45;92.25;11.06;98.74;6.9;12.27
50.09881;18.47511;2008;290;10.03;3.35;89.46;11.39;97.88;5.95;13.09
50.09881;18.47511;2008;291;1.18;4.73;76.24;3.99;98.24;5.76;7.95
50.09881;18.47511;2008;292;0.24;2.52;75.31;3.17;99.07;8.58;7.25
50.09881;18.47511;2008;293;0;2.94;71.7;2.4;99.13;7.4;7.17
50.09881;18.47511;2008;294;0;2.84;72.39;4.04;99.07;10.21;8.8
50.09881;18.47511;2008;295;0.05;4.28;83.36;7.9;98.61;10.17;10.61
50.09881;18.47511;2008;296;0.3;2.09;84;8.79;98.76;9.46;11.39
50.09881;18.47511;2008;297;4.99;2.57;84.71;3.6;99.72;4.97;6.05
50.09881;18.47511;2008;298;0.01;1.65;87.74;2.29;99.72;5.73;4.12
50.09881;18.47511;2008;299;0.02;1.07;85.25;2.19;100.02;6.3;4.42
50.09881;18.47511;2008;300;0.02;3.01;86.51;2.72;99.45;9.24;4.79
50.09881;18.47511;2008;301;0.03;5.23;81.64;3.3;98.11;6.33;6.21
50.09881;18.47511;2008;302;0.83;2.13;89.37;5.65;97.94;2.92;7.32
50.09881;18.47511;2008;303;1.78;3.07;87.27;9.23;97.41;3.66;11.33
50.09881;18.47511;2008;304;0.25;5.44;75.08;8.16;96.61;7.72;12.71
50.09881;18.47511;2008;305;0.01;2.47;83.82;5.26;98.04;8.14;7.94
50.09881;18.47511;2008;306;0.16;2.58;83.38;8.08;98.14;3.9;10.8
50.09881;18.47511;2008;307;0.09;1.01;92.77;9.67;98.77;6.24;10.8
50.09881;18.47511;2008;308;0.08;2.22;93.28;9.7;98.84;4.16;10.75
50.09881;18.47511;2008;309;0.02;2.27;91.1;9.67;98.96;4.99;11.07
50.09881;18.47511;2008;310;0.08;2.28;85.05;10.23;98.77;5.51;12.67
50.09881;18.47511;2008;311;0.08;2.16;90.92;9.81;98.76;3.09;11.22
50.09881;18.47511;2008;312;0.05;1.7;87.11;8.8;98.77;4.15;10.86
50.09881;18.47511;2008;313;0.33;2.13;92.69;8.53;99.14;4.77;9.62
50.09881;18.47511;2008;314;0.09;3.51;90.38;7.65;99.55;6.15;9.13
50.09881;18.47511;2008;315;0;5.07;81.9;6.73;99.57;3.62;9.65
50.09881;18.47511;2008;316;0;5.09;75.11;2.64;98.9;6.77;6.72
50.09881;18.47511;2008;317;1.03;2.15;90.58;4.71;98.85;3.18;6.13
50.09881;18.47511;2008;318;1.44;0.98;86.91;4.59;99.21;2.29;6.59
